planet_num,orbit_length,planet_dist,planet_mass,planet_update,planet_name,planet_facility,planet_telescope,planet_instrument
1,22.18329658,758,,2016-05-10,Kepler-573 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.65880414,747,,2016-05-10,Kepler-574 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.37891944,852,,2016-05-10,Kepler-575 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,29.91136794,698,,2016-05-10,Kepler-576 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,25.69578251,549,,2016-05-10,Kepler-577 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.6168837,568,,2016-05-10,Kepler-578 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.66857723,663,,2016-05-10,Kepler-579 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,10.2184954,,1.39,2014-05-14,Kepler-58 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,15.5741568,,2.19,2014-05-14,Kepler-58 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,40.101371,,,2014-05-14,Kepler-58 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.22241966,333,,2016-05-10,Kepler-580 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.6069821,833,,2016-05-10,Kepler-581 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.49235668,751,,2016-05-10,Kepler-582 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.5100253,805,,2016-05-10,Kepler-583 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,35.1810304,1445,,2016-05-10,Kepler-584 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.75235975,604,,2016-05-10,Kepler-585 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.10472218,707,,2016-05-10,Kepler-586 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.94027841,852,,2016-05-10,Kepler-587 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.22162536,972,,2016-05-10,Kepler-588 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.54964934,643,,2016-05-10,Kepler-589 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,11.8681707,,2.05,2014-05-14,Kepler-59 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,17.9801235,,1.37,2014-05-14,Kepler-59 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.85296257,986,,2016-05-10,Kepler-590 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,81.1694299,793,,2016-05-10,Kepler-591 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.82019241,1034,,2016-05-10,Kepler-592 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.21708973,1016,,2016-05-10,Kepler-593 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.64618192,742,,2016-05-10,Kepler-594 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,25.30292332,639,,2016-05-10,Kepler-595 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.30022655,1083,,2016-05-10,Kepler-596 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.02365861,660,,2016-05-10,Kepler-597 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.70175428,686,,2016-05-10,Kepler-598 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.65562652,627,,2016-05-10,Kepler-599 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.2346996,,0.668,2015-10-15,Kepler-6 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,7.1334,,0.01318,2016-04-07,Kepler-60 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,8.9187,,0.01211,2016-04-07,Kepler-60 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,11.8981,,0.01309,2016-04-07,Kepler-60 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.67517607,624,,2016-05-10,Kepler-600 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.37886844,429,,2016-05-10,Kepler-601 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.28469497,971,,2016-05-10,Kepler-602 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,21.05358596,967,,2016-05-10,Kepler-603 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,127.9075774,967,,2016-05-10,Kepler-603 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,6.2171292,967,,2016-05-10,Kepler-603 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,25.85501786,981,,2016-05-10,Kepler-604 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.38353807,570,,2016-05-10,Kepler-605 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.35895152,570,,2016-05-10,Kepler-605 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,24.31575992,1208,,2016-05-10,Kepler-606 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.6381632,500,,2016-05-10,Kepler-607 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.41251504,926,,2016-05-10,Kepler-608 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.52121067,1143,,2016-05-10,Kepler-609 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,59.87756,,,2014-05-14,Kepler-61 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.99692655,1113,,2016-05-10,Kepler-610 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,151.86392,1113,,2016-05-10,Kepler-610 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.4370333,906,,2016-05-10,Kepler-611 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.72215641,932,,2016-05-10,Kepler-612 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.77979614,864,,2016-05-10,Kepler-613 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.03491514,571,,2016-05-10,Kepler-614 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.35584657,330,,2016-05-10,Kepler-615 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.99761851,1019,,2016-05-10,Kepler-616 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,90.4113556,1019,,2016-05-10,Kepler-616 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.68269615,150,,2016-05-10,Kepler-617 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.59576964,1115,,2016-05-10,Kepler-618 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,5.4042722,1111,,2016-05-10,Kepler-619 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,1.20846503,1111,,2016-05-10,Kepler-619 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,5.714932,368,0.03,2014-05-14,Kepler-62 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,12.4417,368,0.013,2014-05-14,Kepler-62 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,18.16406,368,0.044,2014-05-14,Kepler-62 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,122.3874,368,0.113,2014-05-14,Kepler-62 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,267.291,368,0.11,2014-05-14,Kepler-62 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.91375431,1241,,2016-05-10,Kepler-620 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.62811375,389,,2016-05-10,Kepler-621 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.28226676,259,,2016-05-10,Kepler-622 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.07097734,811,,2016-05-10,Kepler-623 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.58649607,731,,2016-05-10,Kepler-624 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.75192492,502,,2016-05-10,Kepler-625 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.1653651,502,,2016-05-10,Kepler-625 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.48585199,690,,2016-05-10,Kepler-626 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.6994443,1143,,2016-05-10,Kepler-627 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.4580567,579,,2016-05-10,Kepler-628 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.2385854,383,,2016-05-10,Kepler-629 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.4341505,200,0.378,2014-05-14,Kepler-63 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,161.4743937,657,,2016-05-10,Kepler-630 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.97979059,843,,2016-05-10,Kepler-631 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,30.99660733,349,,2016-05-10,Kepler-632 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.50340718,634,,2016-05-10,Kepler-633 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.16950177,757,,2016-05-10,Kepler-634 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.44971004,826,,2016-05-10,Kepler-635 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.08066115,341,,2016-05-10,Kepler-636 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.20584623,1575,,2016-05-10,Kepler-637 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.07972888,426,,2016-05-10,Kepler-638 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.21420496,680,,2016-05-10,Kepler-639 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,22.24813967,538,,2016-05-10,Kepler-640 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.48961571,673,,2016-05-10,Kepler-641 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.41745855,1022,,2016-05-10,Kepler-642 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.33889626,1029,,2016-05-10,Kepler-643 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.1739171,1413,,2016-05-10,Kepler-644 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.27582262,901,,2016-05-10,Kepler-645 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.87364565,513,,2016-05-10,Kepler-646 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.2254649,789,,2016-05-10,Kepler-647 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.4211749,665,,2016-05-10,Kepler-648 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,29.90722674,525,,2016-05-10,Kepler-649 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,2.15491,,,2014-05-14,Kepler-65 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.859944,,,2014-05-14,Kepler-65 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,8.13123,,,2014-05-14,Kepler-65 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.03214559,805,,2016-05-10,Kepler-650 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.38521506,537,,2016-05-10,Kepler-651 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.18200253,423,,2016-05-10,Kepler-652 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,14.70748976,593,,2016-05-10,Kepler-653 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,0.90037648,593,,2016-05-10,Kepler-653 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.72465129,661,,2016-05-10,Kepler-654 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,46.4063358,783,,2016-05-10,Kepler-655 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.26025909,867,,2016-05-10,Kepler-656 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,24.54350418,1244,,2016-05-10,Kepler-657 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.28707676,341,,2016-05-10,Kepler-658 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.671796,688,,2016-05-10,Kepler-659 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.815815,1107,,2014-05-14,Kepler-66 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.27358194,564,,2016-05-10,Kepler-660 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.02930132,558,,2016-05-10,Kepler-661 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.67697486,641,,2016-05-10,Kepler-662 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.99678284,1030,,2016-05-10,Kepler-663 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.52559332,1386,,2016-05-10,Kepler-664 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.01310205,651,,2016-05-10,Kepler-665 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.49876092,1330,,2016-05-10,Kepler-666 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,41.43962808,907,,2016-05-10,Kepler-667 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.35390639,877,,2016-05-10,Kepler-668 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.12554687,1778,,2016-05-10,Kepler-669 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.7259,1107,,2014-05-14,Kepler-67 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.81650485,980,,2016-05-10,Kepler-670 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.28095859,1139,,2016-05-10,Kepler-671 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,38.3774623,1011,,2016-05-10,Kepler-672 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.72873109,978,,2016-05-10,Kepler-673 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.24338185,302,,2016-05-10,Kepler-674 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.33743801,651,,2016-05-10,Kepler-675 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.59822172,243,,2016-05-10,Kepler-676 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.57531678,1180,,2016-05-10,Kepler-677 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.27503724,875,,2016-05-10,Kepler-678 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.39358604,968,,2016-05-10,Kepler-679 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.39875,135,0.01878,2016-10-27,Kepler-68 b,kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.60504,135,0.02265,2016-10-27,Kepler-68 c,kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,625,135,0.84007,2016-10-27,Kepler-68 d,kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.68992629,1342,,2016-05-10,Kepler-680 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,26.39435646,666,,2016-05-10,Kepler-681 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.61190667,951,,2016-05-10,Kepler-682 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.53918318,976,,2016-05-10,Kepler-683 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.77030201,1066,,2016-05-10,Kepler-684 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.6255222,1145,,2016-05-10,Kepler-685 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.59474546,1203,,2016-05-10,Kepler-686 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,20.50586978,628,,2016-05-10,Kepler-687 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.89593684,1247,,2016-05-10,Kepler-688 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,22.36656079,1044,,2016-05-10,Kepler-689 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,13.722341,,,2014-05-14,Kepler-69 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,242.4613,,,2014-05-14,Kepler-69 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.74809437,1653,,2016-05-10,Kepler-690 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.114379,239,,2016-05-10,Kepler-691 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.81293494,1000,,2016-05-10,Kepler-692 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.37563332,1002,,2016-05-10,Kepler-693 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.36584161,1023,,2016-05-10,Kepler-694 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.04033042,620,,2016-05-10,Kepler-695 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.19042557,1285,,2016-05-10,Kepler-696 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.70987065,1091,,2016-05-10,Kepler-697 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.32976218,1135,,2016-05-10,Kepler-698 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.80756293,888,,2016-05-10,Kepler-699 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.8854892,,0.441,2015-10-15,Kepler-7 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,80.8720639,1061,,2016-05-10,Kepler-700 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.35533177,755,,2016-05-10,Kepler-701 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.52629406,892,,2016-05-10,Kepler-702 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.58352176,1482,,2016-05-10,Kepler-703 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.76182115,1054,,2016-05-10,Kepler-704 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,56.0560538,251,,2016-05-10,Kepler-705 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,41.40831347,810,,2016-05-10,Kepler-706 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.23749275,626,,2016-05-10,Kepler-707 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.16789194,1241,,2016-05-10,Kepler-708 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.08524954,668,,2016-05-10,Kepler-709 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.34728553,919,,2016-05-10,Kepler-710 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.58914398,664,,2016-05-10,Kepler-711 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,21.02247699,944,,2016-05-10,Kepler-712 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,226.89047,944,,2016-05-10,Kepler-712 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.411141,1003,,2016-05-10,Kepler-713 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.09888799,1460,,2016-05-10,Kepler-714 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.00652995,1214,,2016-05-10,Kepler-715 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.37168453,675,,2016-05-10,Kepler-716 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.40840023,1126,,2016-05-10,Kepler-717 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.0523499,1520,,2016-05-10,Kepler-718 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.00731778,1427,,2016-05-10,Kepler-719 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.70832654,880,,2016-05-10,Kepler-720 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.39202539,848,,2016-05-10,Kepler-721 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.09357325,1375,,2016-05-10,Kepler-722 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,105.144749,1375,,2016-05-10,Kepler-722 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.08227507,965,,2016-05-10,Kepler-723 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.31494634,862,,2016-05-10,Kepler-724 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,39.64317811,778,,2016-05-10,Kepler-725 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.80451088,838,,2016-05-10,Kepler-726 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.15448442,892,,2016-05-10,Kepler-727 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.74347727,1236,,2016-05-10,Kepler-728 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.16635371,1271,,2016-05-10,Kepler-729 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.49168426,1455,,2016-05-10,Kepler-730 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.85560355,1311,,2016-05-10,Kepler-731 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.46781405,150,,2016-05-10,Kepler-732 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,0.89304124,150,,2016-05-10,Kepler-732 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,20.83424726,980,,2016-05-10,Kepler-733 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.10485286,553,,2016-05-10,Kepler-734 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.51516988,790,,2016-05-10,Kepler-735 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.60147201,1007,,2016-05-10,Kepler-736 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,28.59915399,195,,2016-05-10,Kepler-737 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,24.58721573,992,,2016-05-10,Kepler-738 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.53248465,1128,,2016-05-10,Kepler-739 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.340711,1330,0.63,2015-01-29,Kepler-74 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.58410122,1262,,2016-05-10,Kepler-740 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.03902374,1530,,2016-05-10,Kepler-741 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.36086824,499,,2016-05-10,Kepler-742 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.17926292,258,,2016-05-10,Kepler-743 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.06222443,486,,2016-05-10,Kepler-744 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.93143556,1199,,2016-05-10,Kepler-745 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.48159251,450,,2016-05-10,Kepler-746 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,35.61760587,855,,2016-05-10,Kepler-747 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.40742793,1271,,2016-05-10,Kepler-748 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.31716585,753,,2016-05-10,Kepler-749 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.8849116,1140,10.1,2015-01-29,Kepler-75 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.42887179,1181,,2016-05-10,Kepler-750 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.08899022,1181,,2016-05-10,Kepler-750 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.44490636,748,,2016-05-10,Kepler-751 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.82747265,1075,,2016-05-10,Kepler-752 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.74772501,278,,2016-05-10,Kepler-753 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.5596237,1192,,2016-05-10,Kepler-754 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,1.26909037,368,,2016-05-10,Kepler-755 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.85313364,368,,2016-05-10,Kepler-755 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.22486632,852,,2016-05-10,Kepler-756 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.02267882,1016,,2016-05-10,Kepler-757 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,12.1097104,1353,,2016-05-10,Kepler-758 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,4.75793986,1353,,2016-05-10,Kepler-758 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,20.4966197,1353,,2016-05-10,Kepler-758 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,8.1934719,1353,,2016-05-10,Kepler-758 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,41.805985,892,,2016-05-10,Kepler-759 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.5449298,,2.01,2015-10-15,Kepler-76 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.70419416,782,,2016-05-10,Kepler-760 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.46697439,782,,2016-05-10,Kepler-760 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.12804789,867,,2016-05-10,Kepler-761 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.7705521,1465,,2016-05-10,Kepler-762 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.19655156,902,,2016-05-10,Kepler-763 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.33683936,1013,,2016-05-10,Kepler-764 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.6655226,1000,,2016-05-10,Kepler-765 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.10027804,1614,,2016-05-10,Kepler-766 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,161.5280101,1185,,2016-05-10,Kepler-767 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.3910025,795,,2016-05-10,Kepler-768 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.42608998,1362,,2016-05-10,Kepler-769 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,15.9870174,1362,,2016-05-10,Kepler-769 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.57878087,570,0.43,2014-05-14,Kepler-77 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,18.92540274,761,,2016-05-10,Kepler-770 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
